"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
157,23772,"394800168","Dr. Seuss, לאה נאור","Green Eggs and Ham",4.29,457475,461041,7370,6605,14530,66873,121751,251282,"children","children","children","picture-books","children"
158,6310,"142403881","Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1,453959,494747,8473,6236,17193,94240,178216,198862,"fiction","children","children","children","young adult"
159,2120932,"1423101464","Rick Riordan","The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.39,508214,537708,14098,2435,8093,62108,172289,292783,"fantasy","young adult","mythology","percy-jackson","rick-riordan"
160,2623,"192833596","Charles Dickens","Great Expectations",3.75,459247,507187,12311,22811,44293,120385,170702,148996,"classics","fiction","classics","literature","historical-fiction"
161,18512,"345339738","J.R.R. Tolkien","The Return of the King (The Lord of the Rings, #3)",4.51,463959,510537,6644,2691,8008,42693,132149,324996,"fantasy","fiction","classics","adventure","classics"
163,7736182,"142311339X","Rick Riordan","The Lost Hero (The Heroes of Olympus, #1)",4.35,271576,489495,17107,5020,11267,58590,148498,266120,"fantasy","young adult","mythology","middle-grade","young adult"
164,15745753,"1250012570","Rainbow Rowell","Eleanor & Park",4.11,514312,579753,53005,12904,26371,94470,196224,249784,"young adult","young adult","romance","contemporary","fiction"
165,13497,"055358202X","George R.R. Martin","A Feast for Crows (A Song of Ice and Fire, #4)",4.1,428186,481130,18876,3170,18574,94401,175973,189012,"fantasy","fiction","science fiction","a-song-of-ice-and-fire","science fiction"
166,7735333,"525423648","Ally Condie","Matched (Matched, #1)",3.68,511815,530680,30226,24343,53804,138030,165412,149091,"young adult","dystopian","dystopian","young adult","romance"
167,4407,"747263744","Neil Gaiman","American Gods (American Gods, #1)",4.11,378019,518343,27587,9888,24944,83253,178346,221912,"fantasy","fiction","urban-fantasy","mythology","science fiction"
168,149267,"385199570","Stephen King, Bernie Wrightson","The Stand",4.34,438832,469953,13808,5647,13612,56722,134098,259874,"horror","fiction","stephen-king","fantasy","science fiction"
169,6400090,"446547565","Nicholas Sparks","The Last Song",4.14,424637,438429,11051,7253,17803,77712,140241,195420,"romance","nicholas-sparks","fiction","chick-lit","young adult"
170,11125,"552151696","Dan Brown","Digital Fortress",3.6,423019,447503,7538,16592,47507,136196,144029,103179,"fiction","thriller","mystery","suspense","mystery"
171,6969,"141439580","Jane Austen, Fiona Stafford","Emma",3.99,459826,497949,11724,11386,25777,102144,178238,180404,"classics","fiction","romance","classics","historical-fiction"
172,15823480,"345803922","Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude","Anna Karenina",4.02,297472,472796,18064,11738,26945,88365,158179,187569,"classics","fiction","classics","russian","romance"
173,227463,"393312836","Anthony Burgess","A Clockwork Orange",3.98,431195,454391,9958,14741,24244,84863,163488,167055,"science fiction","dystopian","classics","literature","classics"
174,1812457,"964729237","William Paul Young","The Shack",3.74,419539,438292,29377,35734,42977,84751,111923,162907,"fiction","christianity","christian-fiction","religion","spirituality"
175,4502507,"739380338","Rick Riordan","The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,397500,499510,17693,2098,6501,45208,133168,312535,"fantasy","young adult","mythology","percy-jackson","rick-riordan"
176,18342,"451169514","Stephen King","It",4.18,292592,479381,11698,8464,19610,75841,148672,226794,"horror","stephen-king","fiction","fantasy","thriller"
177,7144,"143058142","Fyodor Dostoyevsky, David McDuff","Crime and Punishment",4.18,380903,444675,12605,9477,20078,64050,137104,213966,"fiction","classics","russian","literature","russian-literature"
178,6514,"61148512","Sylvia Plath","The Bell Jar",3.98,401605,442157,15963,8266,23983,92408,162216,155284,"classics","fiction","feminism","literary-fiction","contemporary"
179,252577,"7205236","Frank McCourt","Angela's Ashes (Frank McCourt, #1)",4.07,392103,419746,9798,7657,18327,73550,155775,164437,"non-fiction","memoir","biography","non-fiction","fiction"
180,52036,"553208845","Hermann Hesse, Hilda Rosner","Siddhartha",3.99,372099,418653,11518,10229,25529,83698,138837,160360,"classics","fiction","philosophy","religion","literature"
181,168642,"679745580","Truman Capote","In Cold Blood",4.05,381652,401839,11754,10639,17836,70857,144616,157891,"non-fiction","classics","non-fiction","true-crime","crime"
182,6304335,"316042676","Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",3.76,436093,458518,20808,19917,43525,113352,132492,149232,"young adult","fantasy","young adult","paranormal","romance"
183,7171637,"1416975861","Cassandra Clare","Clockwork Angel (The Infernal Devices, #1)",4.33,490890,515759,24385,8364,15544,61409,140928,289514,"fantasy","young adult","young adult","paranormal","steampunk"
184,39988,"141301066","Roald Dahl, Quentin Blake","Matilda",4.29,440743,463491,11053,4277,10823,64536,152003,231852,"young adult","children","childhood-favorites","young adult","children"
185,9361589,"385534639","Erin Morgenstern","The Night Circus",4.03,429543,474826,54008,11349,28650,84254,159596,190977,"fantasy","fiction","Ｆａｖｏｒｉｔｅｓ","romance","historical-fiction"
186,37470,"743227441","Philippa Gregory","The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04,381080,399223,15846,5311,16716,78620,153807,144769,"historical-fiction","fiction","historical","romance","history"
187,24770,"689865384","Scott Westerfeld","Uglies (Uglies, #1)",3.86,449073,464589,21234,15531,34808,106086,151540,156624,"young adult","dystopian","young adult","dystopian","science fiction"
189,33,"618640150","J.R.R. Tolkien","The Lord of the Rings (The Lord of the Rings, #1-3)",4.47,389054,436346,9365,4807,9577,37552,106818,277592,"fantasy","classics","fiction","classics","adventure"
190,12262741,"307592731","Cheryl Strayed","Wild: From Lost to Found on the Pacific Crest Trail",3.96,379872,420903,34444,8344,22137,85489,165482,139451,"non-fiction","memoir","non-fiction","travel","biography"
191,472331,"930289234","Alan Moore, Dave Gibbons, John Higgins","Watchmen",4.35,398018,409323,10851,6349,11732,44847,116877,229518,"graphic novels","graphic-novel","fiction","cómics","còmics"
192,186074,"075640407X","Patrick Rothfuss","The Name of the Wind (The Kingkiller Chronicle, #1)",4.55,400101,449372,28631,5605,8582,28480,95470,311235,"fantasy","fiction","science fiction","science fiction","magic"
193,3228917,"316017922","Malcolm Gladwell","Outliers: The Story of Success",4.11,353011,369126,19383,4494,12545,62510,148978,140599,"non-fiction","psychology","non-fiction","economics","self-help"
194,153747,"142437247","Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",3.46,358050,397963,11223,35983,52601,103625,102432,103322,"classics","fiction","classics","literature","adventure"
195,2728527,"385340990","Mary Ann Shaffer, Annie Barrows","The Guernsey Literary and Potato Peel Pie Society",4.12,393626,423672,39853,7190,17250,68942,155107,175183,"historical-fiction","fiction","historical","bookclub","romance"
196,5759,"393327345","Chuck Palahniuk","Fight Club",4.2,365349,388654,11176,4578,12632,58110,139554,173780,"fiction","contemporary","classics","thriller","adult"
197,301082,"441008534","Charlaine Harris","Dead Until Dark (Sookie Stackhouse, #1)",3.96,420764,444824,16818,11330,25781,96290,148326,163097,"fantasy","vampires","paranormal","urban-fantasy","romance"
198,11486,"671727796","Alice Walker","The Color Purple",4.17,376766,400965,9485,6298,14477,62380,140835,176975,"fiction","historical-fiction","our-shared-shelf","lgbtq","classics"
199,12691,"739461192","John Grogan","Marley and Me: Life and Love With the World's Worst Dog",4.12,367304,379348,13407,5485,14940,68532,131536,158855,"non-fiction","non-fiction","memoir","animals","dogs"
200,16299,"312330871","Agatha Christie","And Then There Were None",4.23,408983,456680,17264,6134,12476,66243,156306,215521,"mystery","classics","fiction","crime","agatha-christie"
201,6411961,"385504225","Dan Brown","The Lost Symbol (Robert Langdon, #3)",3.66,369428,404982,24199,11293,40545,120122,136545,96477,"fiction","mystery","thriller","suspense","mystery"
202,6339664,"1416989412","Becca Fitzpatrick","Hush, Hush (Hush, Hush, #1)",4,448166,461802,21871,19338,33543,82544,120204,206173,"young adult","fantasy","angels","paranormal","romance"
204,5326,"1561797464","Charles Dickens","A Christmas Carol",4.02,394540,441396,11568,6737,21415,93906,153823,165515,"classics","fiction","classics","christmas","fantasy"
205,43763,"345476875","Anne Rice","Interview with the Vampire (The Vampire Chronicles, #1)",3.97,372566,393941,7951,7519,22377,84804,137659,141582,"fantasy","horror","fiction","vampire","vampires"
206,10507293,"62059939","Kiera Cass","The Selection (The Selection, #1)",4.15,505340,539091,35681,13841,25349,83692,158716,257493,"young adult","romance","dystopian","dystopian","fantasy"
207,6853,"312362080","Janet Evanovich","One for the Money (Stephanie Plum, #1)",4.03,391007,403315,13050,9176,19657,80319,133454,160709,"mystery","fiction","janet-evanovich","chick-lit","humor"
208,6493208,"1400052173","Rebecca Skloot","The Immortal Life of Henrietta Lacks",4.04,377249,404440,28624,10782,18237,70339,151226,153856,"non-fiction","non-fiction","science","biography","history"
209,23807,"99446782","Thomas Harris","The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,351107,366112,3866,10268,12845,55427,123652,163920,"horror","fiction","thriller","mystery","crime"
210,345627,"159514174X","Richelle Mead","Vampire Academy (Vampire Academy, #1)",4.14,248283,455151,19720,12535,22043,73357,129382,217834,"read-in-2014","teen","favorite-series","read-in-2013","favorite-books"
211,40102,"316010669","Malcolm Gladwell","Blink: The Power of Thinking Without Thinking",3.89,348196,360338,12215,6804,20128,85934,139947,107525,"non-fiction","psychology","non-fiction","business","science"
212,6867,"038572179X","Ian McEwan","Atonement",3.88,347006,365658,14815,11473,25462,77135,134788,116800,"historical-fiction","romance","classics","fiction","historical"
213,485894,"553213695","Franz Kafka, Stanley Corngold","The Metamorphosis",3.78,364933,414533,10252,15430,33226,98774,146297,120806,"classics","fiction","classics","fantasy","literature"
214,561456,"141382899","Rick Riordan","The Titan's Curse (Percy Jackson and the Olympians, #3)",4.33,446668,486262,15418,1863,7934,65220,162371,248874,"fantasy","young adult","mythology","percy-jackson","young adult"
215,9969571,"030788743X","Ernest Cline","Ready Player One",4.31,349423,421819,52120,5150,12928,48285,134107,221349,"science fiction","science fiction","fiction","dystopian","young adult"
216,3153910,"1554681723","Garth Stein","The Art of Racing in the Rain",4.19,327409,354319,32021,4808,13901,53780,118166,163664,"fiction","animals","dogs","contemporary","adult-fiction"
217,21996,"739303406","Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,309385,350607,25846,6687,18709,69012,135360,120839,"non-fiction","history","non-fiction","true-crime","crime"
218,13572249,"425263908","Sylvia Day","Bared to You (Crossfire, #1)",4.19,222678,386136,16748,9867,18983,55554,104657,197075,"romance","erotica","contemporary","adult","contemporary-romance"
219,11127,"66238501","C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24,376385,401676,8871,3772,12192,59975,133056,192681,"children","children","children","science fiction","christian-fiction"
220,3609760,"316043133","Mark Cotta Vaz","Twilight: The Complete Illustrated Movie Companion",4.23,291411,291899,532,6862,11019,48008,67939,158071,"vampires","young adult","fantasy","twilight","paranormal"
221,60748,"1558743669","Dave Pelzer","A Child Called ""It"" (Dave Pelzer #1)",4.08,311543,321298,13729,7819,16453,57341,98786,140899,"non-fiction","memoir","non-fiction","memoirs","psychology"
222,7869,"752864327","Robert Ludlum","The Bourne Identity (Jason Bourne, #1)",3.98,327122,336212,3899,10266,17695,65161,118463,124627,"fiction","thriller","mystery","suspense","espionage"
223,249747,"786817879","Eoin Colfer","Artemis Fowl (Artemis Fowl, #1)",3.82,386923,399165,8384,14473,30894,94950,129607,129241,"fantasy","young adult","fiction","young adult","children"
224,6487308,"385738935","Lauren Kate","Fallen (Fallen, #1)",3.74,395296,408108,17725,23594,41578,94145,107149,141642,"young adult","fantasy","angels","romance","young adult"
225,4406,"142000655","John Steinbeck","East of Eden",4.35,320919,336682,14454,4183,9409,39153,96741,187196,"classics","fiction","classics","historical-fiction","literature"
226,5886881,"307341569","Gillian Flynn","Dark Places",3.92,333452,386607,28784,5169,17975,89242,165108,109113,"mystery","fiction","thriller","crime","mystery"
227,5359,"385339089","John Grisham","The Client",3.97,320083,325663,1917,2530,12566,79176,129019,102372,"fiction","mystery","thriller","suspense","crime"
228,228333,"312291639","Emma McLaughlin, Nicola Kraus","The Nanny Diaries (Nanny, #1)",3.4,323762,328073,5121,17006,43014,116021,95951,56081,"chick-lit","fiction","chicklit","contemporary","humor"
229,24213,"451527747","Lewis Carroll, John Tenniel, Martin Gardner","Alice's Adventures in Wonderland & Through the Looking-Glass",4.06,340920,377190,7736,5294,17482,76985,127906,149523,"classics","fantasy","fiction","children","classics"
230,2156,"192802631","Jane Austen, James Kinsley, Deidre Shauna Lynch","Persuasion",4.13,365425,402359,13117,6688,15653,71218,133222,175578,"classics","fiction","romance","classics","historical-fiction"
231,556602,"312370830","Tatiana de Rosnay","Sarah's Key",4.14,312444,347631,26614,3865,12684,55760,134748,140574,"historical-fiction","fiction","holocaust","historical","wwii"
232,43615,"452284694","Stephen King","The Gunslinger (The Dark Tower, #1)",3.99,332494,366377,13014,9958,24111,72736,112895,146677,"fantasy","fiction","stephen-king","horror","science fiction"
233,9712,"140003468X","Gabriel García Márquez, Edith Grossman","Love in the Time of Cholera",3.89,283806,323461,15246,11450,23825,65668,110544,111974,"historical-fiction","classics","latin-america","fiction","literary-fiction"
234,439288,"014131088X","Laurie Halse Anderson","Speak",4,360156,372404,18379,7770,21049,76503,125660,141422,"young adult","young adult","fiction","contemporary","realistic-fiction"
235,17802724,"399159347","Liane Moriarty","The Husband's Secret",3.92,232106,351805,27610,4175,15649,80869,155945,95167,"mystery","adult","adult-fiction","contemporary-fiction","audio"
