"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
137,10964,"Diana Gabaldon","Outlander (Outlander, #1)",4,20998,27673,73126,147085,309960,"https://images.gr-assets.com/books/1402600310m/10964.jpg","historical-fiction","romance","fantasy","fiction","time-travel"
138,12296,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym","The Scarlet Letter",3.5,34813,80444,182701,165079,96209,"https://images.gr-assets.com/books/1404810944m/12296.jpg","school","literature","high-school","historical","classic-literature"
139,9460487,"Ransom Riggs","Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",4,14920,45434,159227,234792,217849,"https://images.gr-assets.com/books/1472782916m/9460487.jpg","fantasy","young adult","fiction","young adult","paranormal"
140,6892870,"Stieg Larsson, Reg Keeland","The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4,3823,14773,78387,203297,226511,"https://images.gr-assets.com/books/1327708260m/6892870.jpg","fiction","mystery","thriller","crime","mystery"
141,18007564,"Andy Weir","The Martian",4.5,4114,10856,49200,173861,291671,"https://images.gr-assets.com/books/1413706054m/18007564.jpg","science fiction","read-in-2015","adventure","science","adult"
142,5043,"Ken Follett","The Pillars of the Earth (The Kingsbridge Series, #1)",4.5,9248,16886,57825,148052,263882,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","fiction","historical","history","medieval"
143,18143977,"Anthony Doerr","All the Light We Cannot See",4.5,6209,14527,61020,185239,280832,"https://images.gr-assets.com/books/1451445646m/18143977.jpg","historical-fiction","fiction","historical","war","wwii"
144,8664353,"Laura Hillenbrand","Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.5,10308,12874,47828,144203,313339,"https://images.gr-assets.com/books/1327861115m/8664353.jpg","non-fiction","history","biography","non-fiction","war"
145,976,"Dan Brown","Deception Point",3.5,14380,45006,143182,160819,116346,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","thriller","mystery","suspense","adventure"
146,17333223,"Donna Tartt","The Goldfinch",4,19164,35300,93459,153459,162465,"https://images.gr-assets.com/books/1451554970m/17333223.jpg","fiction","contemporary","literary-fiction","art","contemporary-fiction"
147,1217100,"Jay Asher","Thirteen Reasons Why",4,15246,35668,105414,179197,235756,"https://images.gr-assets.com/books/1333822506m/1217100.jpg","young adult","realistic-fiction","young adult","suicide","teen"
148,2865,"Tracy Chevalier","Girl with a Pearl Earring",4,11525,28287,123463,189656,139246,"https://images.gr-assets.com/books/1327197580m/2865.jpg","historical-fiction","fiction","historical","art","classics"
149,4374400,"Gayle Forman","If I Stay (If I Stay, #1)",4,12666,34896,122977,190793,205755,"https://images.gr-assets.com/books/1347462970m/4374400.jpg","young adult","young adult","romance","contemporary","fiction"
150,4989,"Anita Diamant","The Red Tent",4,9470,19616,67878,146178,206075,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","history","fiction","christianity","literature"
151,28186,"Rick Riordan","The Sea of Monsters (Percy Jackson and the Olympians, #2)",4,2967,13884,91127,188988,253546,"https://images.gr-assets.com/books/1400602661m/28186.jpg","fantasy","young adult","mythology","percy-jackson","young adult"
152,5526,"Nicholas Sparks","Dear John",4,9683,25220,94711,145202,179965,"https://images.gr-assets.com/books/1397749854m/5526.jpg","romance","fiction","chick-lit","contemporary","adult"
153,1582996,"Cassandra Clare","City of Ashes (The Mortal Instruments, #2)",4,6135,20075,92626,192934,274238,"https://images.gr-assets.com/books/1432730356m/1582996.jpg","fantasy","young adult","young adult","paranormal","romance"
154,8852,"William Shakespeare","Macbeth",4,10551,35408,127354,183871,167642,"https://images.gr-assets.com/books/1459795224m/8852.jpg","plays","fiction","classics","school","play"
155,15241,"J.R.R. Tolkien","The Two Towers (The Lord of the Rings, #2)",4.5,3013,10264,55433,156232,307267,"https://images.gr-assets.com/books/1298415523m/15241.jpg","fantasy","classics","fiction","adventure","classics"
156,42156,"Emily Giffin","Something Borrowed (Darcy & Rachel, #1)",4,16019,29297,104322,148507,137044,"https://images.gr-assets.com/books/1305063535m/42156.jpg","chick-lit","romance","fiction","contemporary","chicklit"
157,23772,"Dr. Seuss, לאה נאור","Green Eggs and Ham",4.5,6605,14530,66873,121751,251282,"https://images.gr-assets.com/books/1468680100m/23772.jpg","children","children","children","picture-books","children"
158,6310,"Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",4,6236,17193,94240,178216,198862,"https://images.gr-assets.com/books/1309211401m/6310.jpg","fiction","children","children","children","young adult"
159,2120932,"Rick Riordan","The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.5,2435,8093,62108,172289,292783,"https://images.gr-assets.com/books/1443142158m/2120932.jpg","fantasy","young adult","mythology","percy-jackson","rick-riordan"
160,2623,"Charles Dickens","Great Expectations",4,22811,44293,120385,170702,148996,"https://images.gr-assets.com/books/1327920219m/2623.jpg","classics","fiction","classics","literature","historical-fiction"
161,18512,"J.R.R. Tolkien","The Return of the King (The Lord of the Rings, #3)",4.5,2691,8008,42693,132149,324996,"https://images.gr-assets.com/books/1389977161m/18512.jpg","fantasy","fiction","classics","adventure","classics"
163,7736182,"Rick Riordan","The Lost Hero (The Heroes of Olympus, #1)",4.5,5020,11267,58590,148498,266120,"https://images.gr-assets.com/books/1464201003m/7736182.jpg","fantasy","young adult","mythology","middle-grade","young adult"
164,15745753,"Rainbow Rowell","Eleanor & Park",4,12904,26371,94470,196224,249784,"https://images.gr-assets.com/books/1341952742m/15745753.jpg","young adult","young adult","romance","contemporary","fiction"
165,13497,"George R.R. Martin","A Feast for Crows (A Song of Ice and Fire, #4)",4,3170,18574,94401,175973,189012,"https://images.gr-assets.com/books/1429538615m/13497.jpg","fantasy","fiction","fantasy","a-song-of-ice-and-fire","science fiction"
166,7735333,"Ally Condie","Matched (Matched, #1)",3.5,24343,53804,138030,165412,149091,"https://images.gr-assets.com/books/1367706191m/7735333.jpg","young adult","dystopian","dystopian","young adult","romance"
167,4407,"Neil Gaiman","American Gods (American Gods, #1)",4,9888,24944,83253,178346,221912,"https://images.gr-assets.com/books/1258417001m/4407.jpg","fantasy","fiction","urban-fantasy","mythology","science fiction"
168,149267,"Stephen King, Bernie Wrightson","The Stand",4.5,5647,13612,56722,134098,259874,"https://images.gr-assets.com/books/1213131305m/149267.jpg","horror","fiction","fantasy","science fiction","post-apocalyptic"
169,6400090,"Nicholas Sparks","The Last Song",4,7253,17803,77712,140241,195420,"https://images.gr-assets.com/books/1286549186m/6400090.jpg","romance","fiction","chick-lit","young adult","contemporary"
170,11125,"Dan Brown","Digital Fortress",3.5,16592,47507,136196,144029,103179,"https://images.gr-assets.com/books/1360095966m/11125.jpg","fiction","thriller","mystery","suspense","mystery"
171,6969,"Jane Austen, Fiona Stafford","Emma",4,11386,25777,102144,178238,180404,"https://images.gr-assets.com/books/1373627931m/6969.jpg","classics","fiction","romance","classics","historical-fiction"
172,15823480,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude","Anna Karenina",4,11738,26945,88365,158179,187569,"https://images.gr-assets.com/books/1352422904m/15823480.jpg","classics","fiction","classics","russian","romance"
173,227463,"Anthony Burgess","A Clockwork Orange",4,14741,24244,84863,163488,167055,"https://images.gr-assets.com/books/1348339306m/227463.jpg","science fiction","dystopian","classics","literature","classics"
174,1812457,"William Paul Young","The Shack",3.5,35734,42977,84751,111923,162907,"https://images.gr-assets.com/books/1344270232m/1812457.jpg","fiction","christianity","christianity","religion","spirituality"
175,4502507,"Rick Riordan","The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,2098,6501,45208,133168,312535,"https://images.gr-assets.com/books/1327924597m/4502507.jpg","fantasy","young adult","mythology","percy-jackson","rick-riordan"
176,18342,"Stephen King","It",4,8464,19610,75841,148672,226794,"https://images.gr-assets.com/books/1309376909m/18342.jpg","horror","fiction","fantasy","thriller","king"
177,7144,"Fyodor Dostoyevsky, David McDuff","Crime and Punishment",4,9477,20078,64050,137104,213966,"https://images.gr-assets.com/books/1382846449m/7144.jpg","fiction","classics","russian","literature","russian-literature"
178,6514,"Sylvia Plath","The Bell Jar",4,8266,23983,92408,162216,155284,"https://images.gr-assets.com/books/1473890514m/6514.jpg","classics","fiction","feminism","literary-fiction","contemporary"
179,252577,"Frank McCourt","Angela's Ashes (Frank McCourt, #1)",4,7657,18327,73550,155775,164437,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","memoir","biography","non-fiction","fiction"
180,52036,"Hermann Hesse, Hilda Rosner","Siddhartha",4,10229,25529,83698,138837,160360,"https://images.gr-assets.com/books/1428715580m/52036.jpg","classics","fiction","philosophy","religion","literature"
181,168642,"Truman Capote","In Cold Blood",4,10639,17836,70857,144616,157891,"https://images.gr-assets.com/books/1424931136m/168642.jpg","non-fiction","classics","non-fiction","true-crime","crime"
182,6304335,"Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",4,19917,43525,113352,132492,149232,"https://images.gr-assets.com/books/1327873282m/6304335.jpg","young adult","fantasy","young adult","paranormal","romance"
183,7171637,"Cassandra Clare","Clockwork Angel (The Infernal Devices, #1)",4.5,8364,15544,61409,140928,289514,"https://images.gr-assets.com/books/1454962884m/7171637.jpg","fantasy","young adult","young adult","paranormal","steampunk"
184,39988,"Roald Dahl, Quentin Blake","Matilda",4.5,4277,10823,64536,152003,231852,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","children","children","young adult","children"
185,9361589,"Erin Morgenstern","The Night Circus",4,11349,28650,84254,159596,190977,"https://images.gr-assets.com/books/1387124618m/9361589.jpg","fantasy","fiction","Ｆａｖｏｒｉｔｅｓ","romance","historical-fiction"
186,37470,"Philippa Gregory","The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4,5311,16716,78620,153807,144769,"https://images.gr-assets.com/books/1355932638m/37470.jpg","historical-fiction","fiction","historical","romance","history"
187,24770,"Scott Westerfeld","Uglies (Uglies, #1)",4,15531,34808,106086,151540,156624,"https://images.gr-assets.com/books/1443904172m/24770.jpg","young adult","dystopian","young adult","dystopian","science fiction"
189,33,"J.R.R. Tolkien","The Lord of the Rings (The Lord of the Rings, #1-3)",4.5,4807,9577,37552,106818,277592,"https://images.gr-assets.com/books/1411114164m/33.jpg","fantasy","classics","fiction","classics","adventure"
190,12262741,"Cheryl Strayed","Wild: From Lost to Found on the Pacific Crest Trail",4,8344,22137,85489,165482,139451,"https://images.gr-assets.com/books/1453189881m/12262741.jpg","non-fiction","memoir","non-fiction","travel","biography"
191,472331,"Alan Moore, Dave Gibbons, John Higgins","Watchmen",4.5,6349,11732,44847,116877,229518,"https://images.gr-assets.com/books/1442239711m/472331.jpg","graphic novels","graphic-novel","fiction","graphic novels","còmics"
192,186074,"Patrick Rothfuss","The Name of the Wind (The Kingkiller Chronicle, #1)",4.5,5605,8582,28480,95470,311235,"https://images.gr-assets.com/books/1472068073m/186074.jpg","fantasy","fiction","fantasy","fantasy","magic"
193,3228917,"Malcolm Gladwell","Outliers: The Story of Success",4,4494,12545,62510,148978,140599,"https://images.gr-assets.com/books/1344266315m/3228917.jpg","non-fiction","psychology","non-fiction","economics","self-help"
194,153747,"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",3.5,35983,52601,103625,102432,103322,"https://images.gr-assets.com/books/1327940656m/153747.jpg","classics","fiction","classics","literature","adventure"
195,2728527,"Mary Ann Shaffer, Annie Barrows","The Guernsey Literary and Potato Peel Pie Society",4,7190,17250,68942,155107,175183,"https://images.gr-assets.com/books/1351979318m/2728527.jpg","historical-fiction","fiction","historical","bookclub","romance"
196,5759,"Chuck Palahniuk","Fight Club",4,4578,12632,58110,139554,173780,"https://images.gr-assets.com/books/1357128997m/5759.jpg","fiction","contemporary","classics","thriller","adult"
197,301082,"Charlaine Harris","Dead Until Dark (Sookie Stackhouse, #1)",4,11330,25781,96290,148326,163097,"https://images.gr-assets.com/books/1468560853m/301082.jpg","fantasy","vampires","paranormal","urban-fantasy","romance"
198,11486,"Alice Walker","The Color Purple",4,6298,14477,62380,140835,176975,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","historical-fiction","our-shared-shelf","lgbtq","classics"
199,12691,"John Grogan","Marley and Me: Life and Love With the World's Worst Dog",4,5485,14940,68532,131536,158855,"https://images.gr-assets.com/books/1308858322m/12691.jpg","non-fiction","non-fiction","memoir","animals","dogs"
200,16299,"Agatha Christie","And Then There Were None",4,6134,12476,66243,156306,215521,"https://images.gr-assets.com/books/1391120695m/16299.jpg","mystery","classics","fiction","crime","agatha-christie"
201,6411961,"Dan Brown","The Lost Symbol (Robert Langdon, #3)",3.5,11293,40545,120122,136545,96477,"https://images.gr-assets.com/books/1358274396m/6411961.jpg","fiction","mystery","thriller","suspense","mystery"
202,6339664,"Becca Fitzpatrick","Hush, Hush (Hush, Hush, #1)",4,19338,33543,82544,120204,206173,"https://images.gr-assets.com/books/1358261334m/6339664.jpg","young adult","fantasy","angels","paranormal","romance"
204,5326,"Charles Dickens","A Christmas Carol",4,6737,21415,93906,153823,165515,"https://images.gr-assets.com/books/1406512317m/5326.jpg","classics","fiction","classics","christmas","fantasy"
205,43763,"Anne Rice","Interview with the Vampire (The Vampire Chronicles, #1)",4,7519,22377,84804,137659,141582,"https://images.gr-assets.com/books/1380631642m/43763.jpg","fantasy","horror","fiction","vampire","vampires"
206,10507293,"Kiera Cass","The Selection (The Selection, #1)",4,13841,25349,83692,158716,257493,"https://images.gr-assets.com/books/1322103400m/10507293.jpg","young adult","romance","dystopian","dystopian","fantasy"
207,6853,"Janet Evanovich","One for the Money (Stephanie Plum, #1)",4,9176,19657,80319,133454,160709,"https://images.gr-assets.com/books/1316730230m/6853.jpg","mystery","fiction","janet-evanovich","chick-lit","humor"
208,6493208,"Rebecca Skloot","The Immortal Life of Henrietta Lacks",4,10782,18237,70339,151226,153856,"https://images.gr-assets.com/books/1327878144m/6493208.jpg","non-fiction","non-fiction","science","biography","history"
